""
""
"PARACOCCIDIOIDOMICOSE, ANTICORPOS TOTAIS / IGG",,,,Seg. Ambulatorial,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
"PARVOVÃ�RUS B19, IGG /IGM",,,,Seg. Ambulatorial,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
"PEPTÃ�DIO INTESTINAL VASOATIVO, DOSAGEM",,,,Seg. Ambulatorial,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
PESQUISA RÃ�PIDA PARA INFLUENZA A E B (COM DIRETRIZ DE UTILIZAÃ‡ÃƒO),,,,Seg. Ambulatorial,HCO,HSO,REF,,128,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
PESQUISA RÃ�PIDA PARA VÃ�RUS SINCICIAL RESPIRATÃ“RIO (COM DIRETRIZ DE UTILIZAÃ‡ÃƒO),,,,Seg. Ambulatorial,HCO,HSO,REF,,130,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
"PROTEINASE 3, ANTICORPO",,,,Seg. Ambulatorial,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
C4D FRAGMENTO,,,,Seg. Ambulatorial,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
PESQUISA DE HELICOBACTER PYLORI,,,,Seg. Ambulatorial,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
"PPD (TUBERCULINA), IDeR",,,,Seg. Ambulatorial,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
PROTEÃ�NA C REATIVA,,,,Seg. Ambulatorial,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
"PROVA CRUZADA (CROSS-MATCH) ENTRE DOADOR E RECEPTOR (REALIZADA COM LINFÃ“CITOS TOTAIS,
LINFÃ“CITOS T + ANTIGLOBULINA HUMANA E COM LINFÃ“CITOS B) - PARA DOAÃ‡ÃƒO DE Ã“RGÃƒOS E TECIDOS",,,,Seg. Ambulatorial,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
RUBÃ‰OLA - IGG / IGM,,,,Seg. Ambulatorial,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
SARAMPO - ANTICORPOS IGG / IGM,,,,Seg. Ambulatorial,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
"SARS-COV-2 (CORONAVÃ�RUS COVID-19) - PESQUISA DE ANTICORPOS IGG OU ANTICORPOS TOTAIS (COM
DIRETRIZ DE UTILIZAÃ‡ÃƒO)",,,,Seg. Ambulatorial,HCO,HSO,REF,,132,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
"TESTE SARS-COV-2 (CORONAVÃ�RUS COVID-19), TESTE RÃ�PIDO PARA DETECÃ‡ÃƒO DE ANTÃ�GENO (COM
DIRETRIZ DE UTILIZAÃ‡ÃƒO)",478/2022,20/01/2022,,Seg. Ambulatorial,HCO,HSO,REF,,150,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
PROCEDIMENTO,"RN
(alteraÃ§Ã£o)",VIGÃŠNCIA,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPÃ�TULO
SCHISTOSOMA MANSONI - IGG / IGM,,,,Seg. Ambulatorial,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
SÃ�FILIS - FTA-Abs-IgG,,,,Seg. Ambulatorial,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
SÃ�FILIS - FTA-ABS-IGM,,,,Seg. Ambulatorial,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
SÃ�FILIS - TPHA,,,,Seg. Ambulatorial,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
SÃ�FILIS - VDRL (SOROLOGIA PARA LUES),,,,Seg. Ambulatorial,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
"TESTE DE FLUXO LATERAL PARA DETECÃ‡ÃƒO DE LIPOARABINOMANANO EM URINA (LF - LAM) (COM DIRETRIZ
DE UTILIZAÃ‡ÃƒO)",619/2024,02/01/2025,,Seg. Ambulatorial,HCO,HSO,REF,,167,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
"TIPAGEM HLA, LOCI A E B, MÃ‰TODOS IMUNOLÃ“GICOS (TIPAGEM DO RECEPTOR E DOS CANDIDATOS A
DOADOR)",,,,Seg. Ambulatorial,HCO,HSO,REF,PAC,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
"TIPAGEM HLA, LOCI A E B, MÃ‰TODOS MOLECULARES DE BAIXA A MÃ‰DIA RESOLUÃ‡ÃƒO (TIPAGEM DO
RECEPTOR E DOS CANDIDATOS A DOADOR)",,,,Seg. Ambulatorial,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
"TIPAGEM HLA, LOCI DR E DQ, MÃ‰TODOS IMUNOLÃ“GICOS (TIPAGEM DO RECEPTOR E DOS CANDIDATOS A
DOADOR)",,,,Seg. Ambulatorial,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
"TIPAGEM HLA, LOCI DR E DQ, MÃ‰TODOS MOLECULARES DE ALTA RESOLUÃ‡ÃƒO (TIPAGEM DO RECEPTOR E
DOS CANDIDATOS A DOADOR)",,,,Seg. Ambulatorial,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
"TIPAGEM HLA, LOCI DR E DQ, MÃ‰TODOS MOLECULARES DE BAIXA A MÃ‰DIA RESOLUÃ‡ÃƒO (TIPAGEM DO
RECEPTOR E DOS CANDIDATOS A DOADOR)",,,,Seg. Ambulatorial,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
TOXOCARA CANIS - IGG / IGM,,,,Seg. Ambulatorial,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
TOXOPLASMOSE - IGA,,,,Seg. Ambulatorial,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
TOXOPLASMOSE - IGG/IGM,,,,Seg. Ambulatorial,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
"VÃ�RUS SINCICIAL RESPIRATÃ“RIO, IGG E/OU IGM",,,,Seg. Ambulatorial,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
VÃ�RUS ZIKA - IGM (COM DIRETRIZ DE UTILIZAÃ‡ÃƒO),,,,Seg. Ambulatorial,HCO,HSO,REF,,112,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
VÃ�RUS ZIKA - IGG (COM DIRETRIZ DE UTILIZAÃ‡ÃƒO),,,,Seg. Ambulatorial,HCO,HSO,REF,,113,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
WAALER-ROSE (FATOR REUMATÃ“IDE),,,,Seg. Ambulatorial,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
WESTERN BLOT (ANTICORPOS ANTI-HCV),,,,Seg. Ambulatorial,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
PROCEDIMENTO,"RN
(alteraÃ§Ã£o)",VIGÃŠNCIA,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPÃ�TULO
WESTERN BLOT (ANTICORPOS ANTI-HIV),,,,Seg. Ambulatorial,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
WESTERN BLOT (ANTICORPOS ANTI-HTLV),,,,Seg. Ambulatorial,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
ZAP-70,,,,Seg. Ambulatorial,HCO,HSO,REF,,,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
ADENOSINA DEAMINASE (ADA),,,,Seg. Ambulatorial,HCO,HSO,REF,,,"LÃ�QUIDOS (CEFALORRAQUEANO (LÃ�QUOR),
SEMINAL, AMNIÃ“TICO, SINOVIAL E OUTROS)",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
AMINOÃ�CIDOS NO LIQUIDO CEFALORRAQUIDIANO,,,,Seg. Ambulatorial,HCO,HSO,REF,PAC,,"LÃ�QUIDOS (CEFALORRAQUEANO (LÃ�QUOR),
SEMINAL, AMNIÃ“TICO, SINOVIAL E OUTROS)",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
ANTICORPO ANTIESPERMATOZÃ“IDE,,,,Seg. Ambulatorial,HCO,HSO,REF,,,"LÃ�QUIDOS (CEFALORRAQUEANO (LÃ�QUOR),
SEMINAL, AMNIÃ“TICO, SINOVIAL E OUTROS)",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
"BIOQUÃ�MICA LCR (PROTEÃ�NAS + GLICOSE + CLORO; E A CRITÃ‰RIO DO MÃ‰DICO ASSISTENTE: LACTATO E LDH -
LACTATO DESIDROGENASE)",,,,Seg. Ambulatorial,HCO,HSO,REF,,,"LÃ�QUIDOS (CEFALORRAQUEANO (LÃ�QUOR),
SEMINAL, AMNIÃ“TICO, SINOVIAL E OUTROS)",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
"CÃ‰LULAS, CONTAGEM TOTAL E ESPECÃ�FICA",,,,Seg. Ambulatorial,HCO,HSO,REF,,,"LÃ�QUIDOS (CEFALORRAQUEANO (LÃ�QUOR),
SEMINAL, AMNIÃ“TICO, SINOVIAL E OUTROS)",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
"CÃ‰LULAS, PESQUISA DE CÃ‰LULAS NEOPLÃ�SICAS (CITOLOGIA ONCÃ“TICA)",,,,Seg. Ambulatorial,HCO,HSO,REF,,,"LÃ�QUIDOS (CEFALORRAQUEANO (LÃ�QUOR),
SEMINAL, AMNIÃ“TICO, SINOVIAL E OUTROS)",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
"CLEMENTS, TESTE",,,,Seg. Ambulatorial,HCO,HSO,REF,,,"LÃ�QUIDOS (CEFALORRAQUEANO (LÃ�QUOR),
SEMINAL, AMNIÃ“TICO, SINOVIAL E OUTROS)",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
"CRISTAIS COM LUZ POLARIZADA, PESQUISA",,,,Seg. Ambulatorial,HCO,HSO,REF,,,"LÃ�QUIDOS (CEFALORRAQUEANO (LÃ�QUOR),
SEMINAL, AMNIÃ“TICO, SINOVIAL E OUTROS)",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
"CRYPTOCOCCUS, ANTÃ�GENO, DETECÃ‡ÃƒO RÃ�PIDA",,,,Seg. Ambulatorial,HCO,HSO,REF,,,"LÃ�QUIDOS (CEFALORRAQUEANO (LÃ�QUOR),
SEMINAL, AMNIÃ“TICO, SINOVIAL E OUTROS)",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
"ELETROFORESE DE PROTEÃ�NAS NO LÃ�QUOR, COM CONCENTRAÃ‡ÃƒO",,,,Seg. Ambulatorial,HCO,HSO,REF,,,"LÃ�QUIDOS (CEFALORRAQUEANO (LÃ�QUOR),
SEMINAL, AMNIÃ“TICO, SINOVIAL E OUTROS)",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
ESPECTROFOTOMETRIA DE LÃ�QUIDO AMNIÃ“TICO,,,,Seg. Ambulatorial,HCO,HSO,REF,,,"LÃ�QUIDOS (CEFALORRAQUEANO (LÃ�QUOR),
SEMINAL, AMNIÃ“TICO, SINOVIAL E OUTROS)",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
"ESPERMA, TESTE DE PENETRAÃ‡ÃƒO ESPERMÃ�TICA, E/OU TESTE DE CAPACITAÃ‡ÃƒO ESPERMÃ�TICA, E/OU
TESTE HIPOSMÃ“TICO (SWELLING TEST), E/OU TESTE DE COLORAÃ‡ÃƒO VITAL, E/OU MICROBIOLOGIA
(COLORAÃ‡ÃƒO DE GRAM + CULTURA AERÃ“BICA), E/OU FRUTOSE, E/OU ALFA-GLUCOSIDASE",,,,Seg. Ambulatorial,HCO,HSO,REF,,,"LÃ�QUIDOS (CEFALORRAQUEANO (LÃ�QUOR),
SEMINAL, AMNIÃ“TICO, SINOVIAL E OUTROS)",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
"ESPERMOGRAMA (CARACTERES FÃ�SICOS, PH, FLUIDIFICAÃ‡ÃƒO, MOTILIDADE, VITALIDADE, CONTAGEM E
MORFOLOGIA)",,,,Seg. Ambulatorial,HCO,HSO,REF,,,"LÃ�QUIDOS (CEFALORRAQUEANO (LÃ�QUOR),
SEMINAL, AMNIÃ“TICO, SINOVIAL E OUTROS)",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
"FOSFOLIPÃ�DIOS (RELAÃ‡ÃƒO LECITINA/ESFINGOMIELINA), AVALIAÃ‡ÃƒO DA MATURIDADE PULMONAR FETAL",,,,Seg. Ambulatorial,HCO,,REF,,,"LÃ�QUIDOS (CEFALORRAQUEANO (LÃ�QUOR),
SEMINAL, AMNIÃ“TICO, SINOVIAL E OUTROS)",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
"HAEMOPHILUS INFLUENZAE B, STREPTOCOCCUS PNEUMONIAE, NEISSERIA MENINGITIDIS A, B, C, ANTÃ�GENO,
DETECÃ‡ÃƒO RÃ�PIDA",,,,Seg. Ambulatorial,HCO,HSO,REF,,,"LÃ�QUIDOS (CEFALORRAQUEANO (LÃ�QUOR),
SEMINAL, AMNIÃ“TICO, SINOVIAL E OUTROS)",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
Ã�NDICE DE IMUNOPRODUÃ‡ÃƒO DE IGG (DOSAGEM DE ALBUMINA E IGG EM SORO E LÃ�QUOR),,,,Seg. Ambulatorial,HCO,HSO,REF,,,"LÃ�QUIDOS (CEFALORRAQUEANO (LÃ�QUOR),
SEMINAL, AMNIÃ“TICO, SINOVIAL E OUTROS)",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
PROCEDIMENTO,"RN
(alteraÃ§Ã£o)",VIGÃŠNCIA,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPÃ�TULO
"LCR, MICROBIOLOGIA (COLORAÃ‡ÃƒO DE GRAM + CULTURA AERÃ“BICA, AGLUTINAÃ‡ÃƒO PELO LÃ�TEX PARA
BACTÃ‰RIAS, E, A CRITÃ‰RIO DO MÃ‰DICO ASSISTENTE, PESQUISA E CULTURA DE MICOBACTÃ‰RIAS E
CRYPTOCOCCUS)",,,,Seg. Ambulatorial,HCO,HSO,REF,,,"LÃ�QUIDOS (CEFALORRAQUEANO (LÃ�QUOR),
SEMINAL, AMNIÃ“TICO, SINOVIAL E OUTROS)",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
"LCR, ROTINA (ASPECTO, COR, CONTAGEM GLOBAL E ESPECÃ�FICA DE LEUCÃ“CITOS E HEMÃ�CIAS, PROTEÃ�NA,
GLICOSE, CLORO E, A CRITÃ‰RIO DO MÃ‰DICO ASSISTENTE: TESTES TREPONÃŠMICOS E NÃƒO-TREPONÃŠMICOS
DA SÃ�FILIS, ELETROFORESE DE PROTEÃ�NAS COM CONCENTRAÃ‡ÃƒO, Ã�NDICE DE IMUNOPRODUÃ‡ÃƒO DE IGG,",,,,Seg. Ambulatorial,HCO,HSO,REF,,,"LÃ�QUIDOS (CEFALORRAQUEANO (LÃ�QUOR),
SEMINAL, AMNIÃ“TICO, SINOVIAL E OUTROS)",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
"LÃ�QUIDO AMNIÃ“TICO, CITOLOGIA; LÃ�QUIDO AMNIÃ“TICO, CREATININA.",,,,Seg. Ambulatorial,HCO,HSO,REF,,,"LÃ�QUIDOS (CEFALORRAQUEANO (LÃ�QUOR),
SEMINAL, AMNIÃ“TICO, SINOVIAL E OUTROS)",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
MATURIDADE PULMONAR FETAL - QUALQUER TÃ‰CNICA,,,,Seg. Ambulatorial,HCO,,REF,,,"LÃ�QUIDOS (CEFALORRAQUEANO (LÃ�QUOR),
SEMINAL, AMNIÃ“TICO, SINOVIAL E OUTROS)",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
PESQUISA DE BANDAS OLIGOCLONAIS NO LÃ�QUOR POR ISOFOCALIZAÃ‡ÃƒO,,,,Seg. Ambulatorial,HCO,HSO,REF,,,"LÃ�QUIDOS (CEFALORRAQUEANO (LÃ�QUOR),
SEMINAL, AMNIÃ“TICO, SINOVIAL E OUTROS)",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
"PROTEÃ�NA MIELINA BÃ�SICA, ANTICORPOS",,,,Seg. Ambulatorial,HCO,HSO,REF,,,"LÃ�QUIDOS (CEFALORRAQUEANO (LÃ�QUOR),
SEMINAL, AMNIÃ“TICO, SINOVIAL E OUTROS)",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
PUNÃ‡ÃƒO LOMBAR COM MANOMETRIA PARA COLETA DE LÃ�QUIDO CEFALORRAQUEANO,,,,Seg. Ambulatorial,HCO,HSO,REF,,,"LÃ�QUIDOS (CEFALORRAQUEANO (LÃ�QUOR),
SEMINAL, AMNIÃ“TICO, SINOVIAL E OUTROS)",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
"RAGÃ“CITOS, PESQUISA",,,,Seg. Ambulatorial,HCO,HSO,REF,,,"LÃ�QUIDOS (CEFALORRAQUEANO (LÃ�QUOR),
SEMINAL, AMNIÃ“TICO, SINOVIAL E OUTROS)",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
"ROTINA LÃ�QUIDO SINOVIAL - CARACTERES FÃ�SICOS, CITOLOGIA, PROTEÃ�NAS, Ã�CIDO ÃšRICO, FATOR
REUMATÃ“IDE, MICROBIOLOGIA (COLORAÃ‡ÃƒO DE GRAM + CULTURA AERÃ“BICA E ANAERÃ“BICA)",,,,Seg. Ambulatorial,HCO,HSO,REF,,,"LÃ�QUIDOS (CEFALORRAQUEANO (LÃ�QUOR),
SEMINAL, AMNIÃ“TICO, SINOVIAL E OUTROS)",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
ANTIBIOGRAMA (TESTE DE SENSIBILIDADE A ANTIBIÃ“TICOS E QUIMIOTERÃ�PICOS) PARA MICOBACTÃ‰RIAS,,,,Seg. Ambulatorial,HCO,HSO,REF,,,MICROBIOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
"ANTIBIOGRAMA (TESTE SENSIBILIDADE A ANTIBIÃ“TICOS E QUIMIOTERÃ�PICOS), PARA BACTÃ‰RIAS
ANAERÃ“BICAS E/OU AERÃ“BICAS",,,,Seg. Ambulatorial,HCO,HSO,REF,,,MICROBIOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
ANTIFUNGIGRAMA,,,,Seg. Ambulatorial,HCO,HSO,REF,,,MICROBIOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
"B.A.A.R. (BACILO Ã�LCOOL-Ã�CIDO RESISTENTE), PESQUISA",,,,Seg. Ambulatorial,HCO,HSO,REF,,,MICROBIOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
"BACILO DE HANSEN, PESQUISA PCR",,,,Seg. Ambulatorial,HCO,HSO,REF,,,MICROBIOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
"BACTERIOSCOPIA, PELO MÃ‰TODO DE GRAM OU SIMILAR",,,,Seg. Ambulatorial,HCO,HSO,REF,,,MICROBIOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
"BORDETELLA PERTUSSIS, CULTURA",,,,Seg. Ambulatorial,HCO,HSO,REF,,,MICROBIOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
"CHLAMYDIA, CULTURA",,,,Seg. Ambulatorial,HCO,HSO,REF,,,MICROBIOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
"CRYPTOCOCCUS NEOFORMANS, PESQUISA",,,,Seg. Ambulatorial,HCO,HSO,REF,,,MICROBIOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
"CRYPTOCOCCUS NEOFORMANS, PESQUISA DO ANTÃ�GENO",,,,Seg. Ambulatorial,HCO,HSO,REF,,,MICROBIOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
PROCEDIMENTO,"RN
(alteraÃ§Ã£o)",VIGÃŠNCIA,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPÃ�TULO
"CRYPTOSPORIDIUM, PESQUISA",,,,Seg. Ambulatorial,HCO,HSO,REF,,,MICROBIOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
CULTURA BACTERIANA (EM DIVERSOS MATERIAIS BIOLÃ“GICOS),,,,Seg. Ambulatorial,HCO,HSO,REF,,,MICROBIOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
CULTURA BACTERIANA QUANTITATIVA (EM DIVERSOS MATERIAIS BIOLÃ“GICOS),,,,Seg. Ambulatorial,HCO,HSO,REF,,,MICROBIOLOGIA,PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÃ“STICOS E
TERAPÃŠUTICOS"
